Provincia;Estadisticos;Enero;Febrero;Marzo;Abril;Mayo;Junio;Julio;Agosto;Septiembre;Octubre;Noviembre;Diciembre;Anual
Soria;Mediana;2,1;2,1;2,9;1;1,8;2,8;2,4;3,3;2,1;1,6;1;1;1,9
Soria;Media;1,9;2;2,7;1,3;1,8;2,6;2,4;3;2,2;1,9;1;1,1;2
Soria;Cuartil_3;2,3;2,6;3,1;1,4;2,5;3,1;3,1;3,7;2,9;2,8;1;1,1;2,8
Soria;Maximo;2,8;3,1;3,5;2,4;3,3;4,7;4;4,5;4,2;3,1;1,4;1,5;4,7
Tarragona;Minimo;1;1,1;1,2;1;1;1;1;1;1;1;1;1;1
Tarragona;Cuartil_1;1,5;1,8;2,3;1,2;1,4;2,6;2,7;2,6;1,3;1;1;1;1,3
Tarragona;Mediana;2,2;2,1;3,2;1,7;2;3;3,5;3,7;2,1;1,7;1,5;1;2,2
Tarragona;Media;2,3;2,2;3;1,9;2;3;3,4;3,3;2;1,9;1,6;1,2;2,3
Tarragona;Cuartil_3;2,9;2,5;3,5;2,7;2,6;3,6;4,2;4,3;2,6;2,5;2;1,1;3,1
Tarragona;Maximo;3,9;3,5;4,5;3,8;3,6;4,6;4,6;4,8;4;4,5;3,1;2,6;4,8
Teruel;Minimo;1;1,1;1,1;1;1;1,1;1;1,1;1;1;1;1;1
Teruel;Cuartil_1;1,4;1,5;2,7;1;1,3;2,2;1,8;2,6;1,2;1,3;1,2;1,1;1,3
Teruel;Mediana;1,8;1,8;2,9;1,1;2;2,8;2,8;3,8;1,9;2,2;1,4;1,2;1,9
Teruel;Media;1,8;1,9;2,8;1,4;1,8;2,8;2,9;3,3;1,9;2,2;1,5;1,3;2,1
Teruel;Cuartil_3;2,2;2,4;3;1,7;2,2;3,5;4,2;4,1;2,5;3;1,7;1,4;2,8
Teruel;Maximo;2,9;3;3,6;2,6;3;4,8;4,8;4,9;3,7;4;2,7;1,7;4,9
Toledo;Minimo;1;1;1;1;1;2,2;2;1,3;1;1;1;1;1
Toledo;Cuartil_1;1,3;1,4;2,2;1;2;3,2;3,4;3,5;1,1;1;1;1;1,1
Toledo;Mediana;1,6;1,9;2,5;1,1;2,3;3,4;3,9;4,1;2;1,1;1;1;2
Toledo;Media;1,6;1,8;2,4;1,4;2,4;3,6;3,8;3,9;2,3;1,5;1,1;1;2,2
Toledo;Cuartil_3;1,9;2,1;2,9;2;3;4;4,2;4,5;3;2,1;1,1;1;3,2
Toledo;Maximo;2,1;2,5;3,5;2,7;3,7;5;4,9;5;5;3;1,7;1,5;5
Valencia;Minimo;1;1,5;1;1;1;1,1;1;1;1;1;1;1;1
Valencia;Cuartil_1;1,6;1,7;2,4;1;1;2,2;2,8;2,2;1;1;1,6;1;1,2
Valencia;Mediana;1,9;2;2,8;1,1;1,3;2,5;3,6;3,3;1,1;1,6;1,8;1,1;2
Valencia;Media;1,9;2,1;2,7;1,4;1,5;2,6;3,3;3,1;1,4;1,8;1,9;1,2;2,1
Valencia;Cuartil_3;2,2;2,3;3;1,7;1,9;3;3,9;4;1,8;2,5;2,3;1,5;2,7
Valencia;Maximo;3,5;3,3;4,5;3,1;3,6;4,4;4,4;5;2,7;3,1;2,8;1,8;5
Valladolid;Minimo;1;1;1;1;1,4;1;1;1,1;1;1;1;1;1
Valladolid;Cuartil_1;1,1;1,2;2;1;1,7;2;2,1;2,3;1,8;1;1;1;1
Valladolid;Mediana;1,3;1,8;2,3;1,2;2,1;2,9;2,5;3,1;2,2;1;1;1;1,9
Valladolid;Media;1,4;1,7;2,4;1,6;2,2;2,8;2,5;2,9;2,8;1,7;1;1;2
Valladolid;Cuartil_3;1,7;2;2,8;2;2,5;3,6;3;3,4;3,8;2,2;1;1;2,6
Valladolid;Maximo;2;2,5;3,3;2,9;3,8;4,7;3,8;4,7;5;3,9;1,1;1,6;5
Bizkaia;Minimo;1;1;1;1;1;1;1;1;1;1;1;1;1
Bizkaia;Cuartil_1;1;1;1,7;1,1;1;1,1;1,9;1,3;1,5;1;1;1;1
Bizkaia;Mediana;1;2;2,4;1,6;1,4;2;2,6;2,5;2;1,5;1;1;1,7
Bizkaia;Media;1,1;2,3;2,4;1,6;1,7;2,3;2,4;2,4;2,1;1,8;1,1;1,5;1,9
Bizkaia;Cuartil_3;1;3,2;3;2;2,1;3,2;3,1;3;2,4;2,4;1;2;2,5
Bizkaia;Maximo;1,9;4,9;4,9;3;3,3;4,4;5;4,1;4,2;4,7;2;2,8;5
Zamora;Minimo;1;1;1;1;1,1;1;1;1;1;1;1;1;1
Zamora;Cuartil_1;1,4;1;2;1;1,9;1,7;1,7;2,3;1,5;1;1;1;1,1
Zamora;Mediana;1,7;1,5;2,1;1,2;2,2;2,3;2,4;2,7;2,3;1;1;1;1,9
Zamora;Media;1,6;1,5;2,2;1,5;2,2;2,4;2,2;2,6;2,7;1,7;1,1;1,1;1,9
Zamora;Cuartil_3;1,8;2;2,6;2;2,5;2,9;2,7;3,1;3,7;2,3;1,1;1,1;2,5
Zamora;Maximo;2,2;2,7;3,4;2,8;3,4;4,6;3,5;3,7;4,8;4,3;1,2;1,2;4,8
Zaragoza;Minimo;1;1;1,3;1;1;1;1,1;1;1;1;1;1;1
Zaragoza;Cuartil_1;1,2;1,1;2,4;1;1,7;2,1;2;2,8;1,6;1;1;1;1,1
Zaragoza;Mediana;1,4;1,5;2,6;1,1;2,1;2,8;3;3,2;2,2;1,5;1;1;1,9
Zaragoza;Media;1,6;1,6;2,7;1,5;2,2;2,9;2,9;3,2;2,3;2;1,1;1;2,1
Zaragoza;Cuartil_3;1,9;1,9;3;1,9;2,6;3,7;3,8;3,9;3;2,8;1,1;1;2,8
Zaragoza;Maximo;2,5;2,9;4;3;3,7;5;4,6;4,5;4,7;3,9;2;1,3;5
