Provincia,Niveles,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre,Anual,year
Asturias,Alto,0,0,"6,45","16,67","6,45","16,67","12,9","25,81",0,"22,58",0,"3,23","9,32",2021
Asturias,Muy_Alto,0,0,"6,45",30,"3,23",0,"6,45","29,03","6,67","9,68",0,0,"7,67",2021
Asturias,Extremo,0,0,0,0,0,0,0,"3,23","6,67",0,0,0,"0,82",2021
Palencia,Bajo,100,100,"83,87",60,"80,65",70,"12,9","3,23","73,33","90,32",100,100,"72,6",2021
Palencia,Moderado,0,0,"12,9",40,"16,13","26,67","19,35","6,45","3,33","9,68",0,0,"11,23",2021
Palencia,Alto,0,0,"3,23",0,"3,23",0,"32,26","16,13","13,33",0,0,0,"5,75",2021
Palencia,Muy_Alto,0,0,0,0,0,"3,33","25,81","38,71","3,33",0,0,0,"6,03",2021
Palencia,Extremo,0,0,0,0,0,0,"9,68","35,48","6,67",0,0,0,"4,38",2021
Las Palmas,Bajo,"96,77","92,86","80,65",90,"32,26",30,"9,68","19,35","56,67","32,26","83,33","74,19","57,81",2021
Las Palmas,Moderado,"3,23","7,14","12,9",10,"16,13","36,67","35,48","45,16","33,33","48,39",10,"19,35","23,29",2021
Las Palmas,Alto,0,0,"3,23",0,"41,94","23,33","25,81","16,13","3,33","19,35","3,33","6,45","12,05",2021
Las Palmas,Muy_Alto,0,0,"3,23",0,"9,68",10,"29,03","9,68","6,67",0,"3,33",0,"6,03",2021
Las Palmas,Extremo,0,0,0,0,0,0,0,"9,68",0,0,0,0,"0,82",2021
Pontevedra,Bajo,100,100,"54,84","63,33",100,"66,67","74,19","38,71","86,67","90,32","76,67",100,"79,18",2021
Pontevedra,Moderado,0,0,"29,03","33,33",0,"16,67","16,13","19,35","6,67","9,68",20,0,"12,6",2021
Pontevedra,Alto,0,0,"16,13","3,33",0,"13,33","9,68","25,81","3,33",0,"3,33",0,"6,3",2021
Pontevedra,Muy_Alto,0,0,0,0,0,"3,33",0,"16,13","3,33",0,0,0,"1,92",2021
Pontevedra,Extremo,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
Salamanca,Bajo,100,100,"93,55",90,"96,77","66,67","12,9","6,45","73,33",100,100,100,"78,08",2021
Salamanca,Moderado,0,0,"6,45",10,0,"13,33","16,13","12,9",10,0,0,0,"5,75",2021
Salamanca,Alto,0,0,0,0,"3,23",10,"32,26","16,13","3,33",0,0,0,"5,48",2021
Salamanca,Muy_Alto,0,0,0,0,0,10,"19,35","29,03","6,67",0,0,0,"5,48",2021
Salamanca,Extremo,0,0,0,0,0,0,"19,35","35,48","6,67",0,0,0,"5,21",2021
Santa Cruz de Tenerife,Bajo,100,100,"93,55",100,"70,97",30,0,"3,23","16,67","22,58",70,"96,77","58,36",2021
Santa Cruz de Tenerife,Moderado,0,0,"3,23",0,"12,9","46,67","12,9","29,03","53,33","29,03",30,"3,23","18,36",2021
Santa Cruz de Tenerife,Alto,0,0,"3,23",0,"16,13","16,67","54,84","32,26","26,67","32,26",0,0,"15,34",2021
Santa Cruz de Tenerife,Muy_Alto,0,0,0,0,0,"6,67","29,03","22,58","3,33","16,13",0,0,"6,58",2021
Santa Cruz de Tenerife,Extremo,0,0,0,0,0,0,"3,23","12,9",0,0,0,0,"1,37",2021
Cantabria,Bajo,"96,77","67,86","77,42",40,"87,1","66,67","67,74","38,71",70,"51,61",100,"58,06","68,49",2021
Cantabria,Moderado,"3,23","21,43","12,9","16,67","6,45","13,33","16,13","22,58",10,"22,58",0,"32,26","14,79",2021
Cantabria,Alto,0,"7,14",0,"26,67","3,23","16,67","16,13","12,9","3,33","19,35",0,"9,68","9,59",2021
Cantabria,Muy_Alto,0,"3,57","6,45","6,67","3,23","3,33",0,"25,81",10,"6,45",0,0,"5,48",2021
Cantabria,Extremo,0,0,"3,23",10,0,0,0,0,"6,67",0,0,0,"1,64",2021
Segovia,Bajo,100,100,"90,32",90,100,"73,33","19,35","6,45","76,67","93,55",100,100,"78,9",2021
Segovia,Moderado,0,0,"6,45",10,0,20,"12,9","12,9","3,33","6,45",0,0,"6,03",2021
Segovia,Alto,0,0,"3,23",0,0,"6,67","22,58","35,48",10,0,0,0,"6,58",2021
Segovia,Muy_Alto,0,0,0,0,0,0,"22,58","25,81","6,67",0,0,0,"4,66",2021
Segovia,Extremo,0,0,0,0,0,0,"22,58","19,35","3,33",0,0,0,"3,84",2021
Sevilla,Bajo,100,100,"93,55",90,"83,87",50,0,"25,81","73,33","90,32","96,67",100,"75,07",2021
Sevilla,Moderado,0,0,"3,23",10,"12,9","23,33","16,13","29,03","6,67","9,68","3,33",0,"9,59",2021
Sevilla,Alto,0,0,"3,23",0,"3,23",20,"25,81","25,81","16,67",0,0,0,"7,95",2021
Sevilla,Muy_Alto,0,0,0,0,0,"6,67","45,16","9,68","3,33",0,0,0,"5,48",2021
Sevilla,Extremo,0,0,0,0,0,0,"12,9","9,68",0,0,0,0,"1,92",2021
Soria,Bajo,100,"96,43","87,1",70,"96,77","83,33","9,68","12,9","76,67","83,87",100,100,"76,16",2021
Soria,Moderado,0,"3,57","9,68",30,"3,23","13,33","16,13","3,23","16,67","16,13",0,0,"9,32",2021
Soria,Alto,0,0,"3,23",0,0,"3,33","22,58","25,81","6,67",0,0,0,"5,21",2021
Soria,Muy_Alto,0,0,0,0,0,0,"41,94","38,71",0,0,0,0,"6,85",2021
Soria,Extremo,0,0,0,0,0,0,"9,68","19,35",0,0,0,0,"2,47",2021
Tarragona,Bajo,100,"96,43","77,42","76,67","70,97","56,67","16,13","22,58",100,100,"93,33",100,"75,62",2021
Tarragona,Moderado,0,0,"19,35",20,"22,58","23,33","16,13","32,26",0,0,"6,67",0,"11,78",2021
Tarragona,Alto,0,"3,57","3,23",0,"6,45","6,67","35,48","22,58",0,0,0,0,"6,58",2021
Tarragona,Muy_Alto,0,0,0,"3,33",0,10,"25,81","22,58",0,0,0,0,"5,21",2021
Tarragona,Extremo,0,0,0,0,0,"3,33","6,45",0,0,0,0,0,"0,82",2021
Teruel,Bajo,100,"96,43","87,1","83,33","83,87",70,"3,23","12,9","86,67","83,87",100,100,"75,34",2021
Teruel,Moderado,0,"3,57","3,23","3,33","12,9",20,"16,13","19,35","13,33","16,13",0,0,"9,04",2021
Teruel,Alto,0,0,"9,68","3,33","3,23",10,"12,9","25,81",0,0,0,0,"5,48",2021
Teruel,Muy_Alto,0,0,0,10,0,0,"45,16","22,58",0,0,0,0,"6,58",2021
Teruel,Extremo,0,0,0,0,0,0,"22,58","19,35",0,0,0,0,"3,56",2021
Toledo,Bajo,100,100,"90,32",90,"90,32","53,33","6,45","3,23","76,67",100,100,100,"75,62",2021
Toledo,Moderado,0,0,"9,68",10,"3,23","16,67","19,35","22,58","13,33",0,0,0,"7,95",2021
Toledo,Alto,0,0,0,0,"3,23",10,"12,9","32,26",10,0,0,0,"5,75",2021
Toledo,Muy_Alto,0,0,0,0,"3,23",20,"32,26","25,81",0,0,0,0,"6,85",2021
Toledo,Extremo,0,0,0,0,0,0,"29,03","16,13",0,0,0,0,"3,84",2021
Valencia,Bajo,"96,77","96,43",100,"96,67","93,55","86,67","19,35","35,48",100,100,100,100,"85,21",2021
Valencia,Moderado,"3,23","3,57",0,"3,33","3,23",10,"25,81","25,81",0,0,0,0,"6,3",2021
Valencia,Alto,0,0,0,0,"3,23","3,33","29,03","29,03",0,0,0,0,"5,48",2021
Valencia,Muy_Alto,0,0,0,0,0,0,"12,9","6,45",0,0,0,0,"1,64",2021
Valencia,Extremo,0,0,0,0,0,0,"12,9","3,23",0,0,0,0,"1,37",2021
Valladolid,Bajo,100,100,"83,87","83,33","87,1","66,67","6,45","9,68","73,33",100,100,100,"75,62",2021
Valladolid,Moderado,0,0,"12,9","16,67","9,68","16,67","9,68","3,23",10,0,0,0,"6,58",2021
Valladolid,Alto,0,0,"3,23",0,"3,23","3,33","38,71","29,03","3,33",0,0,0,"6,85",2021
Valladolid,Muy_Alto,0,0,0,0,0,10,"29,03","29,03","6,67",0,0,0,"6,3",2021
Valladolid,Extremo,0,0,0,0,0,"3,33","16,13","29,03","6,67",0,0,0,"4,66",2021
Bizkaia,Bajo,"96,77","78,57","74,19",30,"74,19","66,67","61,29","35,48",70,"54,84",100,"80,65","68,49",2021
Bizkaia,Moderado,"3,23","14,29","16,13","6,67","16,13",10,"29,03","22,58","13,33","29,03",0,"16,13","14,79",2021
Bizkaia,Alto,0,0,0,"36,67","3,23",10,"9,68","22,58","6,67","6,45",0,"3,23","8,22",2021
Bizkaia,Muy_Alto,0,"7,14","6,45","13,33","6,45","13,33",0,"19,35","6,67","9,68",0,0,"6,85",2021
Bizkaia,Extremo,0,0,"3,23","13,33",0,0,0,0,"3,33",0,0,0,"1,64",2021
Zamora,Bajo,100,100,"93,55","86,67","87,1","66,67","19,35","3,23",70,100,100,100,"76,99",2021
Zamora,Moderado,0,0,"6,45","13,33","12,9","16,67","19,35","6,45","13,33",0,0,0,"7,4",2021
Zamora,Alto,0,0,0,0,0,10,"22,58","25,81",10,0,0,0,"5,75",2021
Zamora,Muy_Alto,0,0,0,0,0,"6,67","32,26","38,71","6,67",0,0,0,"7,12",2021
Zamora,Extremo,0,0,0,0,0,0,"6,45","25,81",0,0,0,0,"2,74",2021
Zaragoza,Bajo,100,100,"77,42","56,67","74,19","73,33",0,"3,23","86,67","87,1","93,33",100,"70,68",2021
Zaragoza,Moderado,0,0,"12,9","23,33","22,58",20,"22,58","19,35","13,33","12,9","6,67",0,"12,88",2021
Zaragoza,Alto,0,0,"9,68","16,67","3,23","6,67","32,26","38,71",0,0,0,0,"9,04",2021
Zaragoza,Muy_Alto,0,0,0,"3,33",0,0,"32,26","25,81",0,0,0,0,"5,21",2021
Zaragoza,Extremo,0,0,0,0,0,0,"12,9","12,9",0,0,0,0,"2,19",2021
Araba,Bajo," 90,32","100,00"," 90,32"," 80,00"," 41,94"," 20,00","  6,45","  0,00"," 13,33"," 22,58"," 80,00"," 87,10"," 52,33",2022
Araba,Moderado,"  9,68","  0,00","  9,68"," 13,33"," 22,58"," 26,67","  3,23","  3,23"," 13,33","  9,68","  6,67"," 12,90"," 10,96",2022
Araba,Alto,"  0,00","  0,00","  0,00","  6,67"," 19,35"," 23,33"," 12,90"," 29,03"," 13,33"," 19,35"," 13,33","  0,00"," 11,51",2022
Araba,Muy_Alto,"  0,00","  0,00","  0,00","  0,00"," 12,90"," 10,00"," 38,71"," 12,90","  6,67"," 29,03","  0,00","  0,00","  9,32",2022
Araba,Extremo,"  0,00","  0,00","  0,00","  0,00","  3,23"," 20,00"," 38,71"," 54,84"," 53,33"," 19,35","  0,00","  0,00"," 15,89",2022
Albacete,Bajo," 96,77"," 92,86","100,00","100,00"," 61,29","  6,67","  0,00","  0,00"," 50,00"," 67,74"," 73,33","100,00"," 62,19",2022
Albacete,Moderado,"  3,23","  3,57","  0,00","  0,00"," 12,90"," 23,33"," 12,90","  9,68"," 10,00"," 22,58"," 23,33","  0,00"," 10,14",2022
Albacete,Alto,"  0,00","  3,57","  0,00","  0,00"," 19,35"," 26,67"," 16,13"," 22,58"," 20,00","  9,68","  3,33","  0,00"," 10,14",2022
Albacete,Muy_Alto,"  0,00","  0,00","  0,00","  0,00","  6,45"," 16,67"," 38,71"," 45,16"," 16,67","  0,00","  0,00","  0,00"," 10,41",2022
Albacete,Extremo,"  0,00","  0,00","  0,00","  0,00","  0,00"," 26,67"," 32,26"," 22,58","  3,33","  0,00","  0,00","  0,00","  7,12",2022
Alicante,Bajo," 80,65"," 67,86","100,00","100,00"," 67,74","  3,33","  3,23","  3,23"," 56,67"," 87,10"," 50,00"," 96,77"," 59,73",2022
Alicante,Moderado,"  9,68"," 21,43","  0,00","  0,00"," 12,90"," 36,67"," 29,03"," 19,35","  6,67"," 12,90"," 36,67","  3,23"," 15,62",2022
Alicante,Alto,"  6,45"," 10,71","  0,00","  0,00"," 19,35"," 26,67"," 12,90"," 19,35"," 13,33","  0,00","  6,67","  0,00","  9,59",2022
Alicante,Muy_Alto,"  3,23","  0,00","  0,00","  0,00","  0,00"," 26,67"," 25,81"," 12,90"," 23,33","  0,00","  6,67","  0,00","  8,22",2022
Alicante,Extremo,"  0,00","  0,00","  0,00","  0,00","  0,00","  6,67"," 29,03"," 45,16","  0,00","  0,00","  0,00","  0,00","  6,85",2022
Almeria,Bajo," 93,55"," 82,14","100,00","100,00"," 70,97","  0,00","  0,00","  3,23"," 33,33"," 45,16"," 53,33","100,00"," 56,71",2022
Almeria,Moderado,"  6,45"," 17,86","  0,00","  0,00"," 25,81"," 13,33"," 19,35","  3,23"," 36,67"," 32,26"," 46,67","  0,00"," 16,71",2022
Almeria,Alto,"  0,00","  0,00","  0,00","  0,00","  3,23"," 43,33"," 41,94"," 32,26"," 20,00"," 19,35","  0,00","  0,00"," 13,42",2022
Almeria,Muy_Alto,"  0,00","  0,00","  0,00","  0,00","  0,00"," 33,33"," 19,35"," 51,61"," 10,00","  3,23","  0,00","  0,00","  9,86",2022
Almeria,Extremo,"  0,00","  0,00","  0,00","  0,00","  0,00"," 10,00"," 19,35","  9,68","  0,00","  0,00","  0,00","  0,00","  3,29",2022
Avila,Bajo,"100,00","100,00","100,00","100,00"," 87,10"," 43,33","  0,00","  9,68"," 66,67","100,00","100,00","100,00"," 75,34",2022
Avila,Moderado,"  0,00","  0,00","  0,00","  0,00"," 12,90"," 20,00"," 16,13"," 22,58"," 20,00","  0,00","  0,00","  0,00","  7,67",2022
Avila,Alto,"  0,00","  0,00","  0,00","  0,00","  0,00"," 26,67","  9,68","  9,68"," 10,00","  0,00","  0,00","  0,00","  4,66",2022
Avila,Muy_Alto,"  0,00","  0,00","  0,00","  0,00","  0,00"," 10,00"," 41,94"," 35,48","  3,33","  0,00","  0,00","  0,00","  7,67",2022
Avila,Extremo,"  0,00","  0,00","  0,00","  0,00","  0,00","  0,00"," 32,26"," 22,58","  0,00","  0,00","  0,00","  0,00","  4,66",2022
Badajoz,Bajo,"100,00"," 96,43","100,00","100,00"," 58,06"," 26,67","  3,23","  3,23"," 70,00"," 77,42","100,00","100,00"," 69,32",2022
Badajoz,Moderado,"  0,00","  3,57","  0,00","  0,00"," 19,35"," 26,67","  3,23"," 32,26"," 26,67"," 19,35","  0,00","  0,00"," 10,96",2022
Badajoz,Alto,"  0,00","  0,00","  0,00","  0,00"," 12,90","  6,67"," 19,35","  9,68","  3,33","  3,23","  0,00","  0,00","  4,66",2022
Badajoz,Muy_Alto,"  0,00","  0,00","  0,00","  0,00","  9,68"," 23,33"," 29,03"," 48,39","  0,00","  0,00","  0,00","  0,00","  9,32",2022
Badajoz,Extremo,"  0,00","  0,00","  0,00","  0,00","  0,00"," 16,67"," 45,16","  6,45","  0,00","  0,00","  0,00","  0,00","  5,75",2022
Illes Balears,Bajo,"100,00"," 92,86","100,00","100,00"," 80,65"," 50,00","  0,00"," 12,90"," 53,33","100,00"," 93,33","100,00"," 73,42",2022
Illes Balears,Moderado,"  0,00","  7,14","  0,00","  0,00"," 16,13"," 26,67","  9,68"," 29,03"," 43,33","  0,00","  3,33","  0,00"," 11,23",2022
Illes Balears,Alto,"  0,00","  0,00","  0,00","  0,00","  3,23"," 20,00"," 58,06"," 12,90","  3,33","  0,00","  3,33","  0,00","  8,49",2022
Illes Balears,Muy_Alto,"  0,00","  0,00","  0,00","  0,00","  0,00","  3,33"," 32,26"," 38,71","  0,00","  0,00","  0,00","  0,00","  6,30",2022
Illes Balears,Extremo,"  0,00","  0,00","  0,00","  0,00","  0,00","  0,00","  0,00","  6,45","  0,00","  0,00","  0,00","  0,00","  0,55",2022
Barcelona,Bajo," 67,74"," 35,71"," 90,32"," 63,33"," 32,26"," 13,33","  3,23"," 19,35"," 43,33"," 54,84"," 53,33","100,00"," 48,22",2022
Barcelona,Moderado," 25,81"," 50,00","  9,68"," 23,33"," 16,13","  3,33","  9,68"," 12,90"," 53,33"," 45,16"," 23,33","  0,00"," 22,47",2022
Barcelona,Alto,"  6,45"," 14,29","  0,00"," 10,00"," 16,13"," 30,00"," 12,90"," 19,35","  3,33","  0,00"," 20,00","  0,00"," 10,96",2022
Barcelona,Muy_Alto,"  0,00","  0,00","  0,00","  3,33"," 29,03"," 33,33"," 16,13","  9,68","  0,00","  0,00","  3,33","  0,00","  7,95",2022
Barcelona,Extremo,"  0,00","  0,00","  0,00","  0,00","  6,45"," 20,00"," 58,06"," 38,71","  0,00","  0,00","  0,00","  0,00"," 10,41",2022
Burgos,Bajo,"100,00"," 92,86"," 96,77"," 83,33"," 58,06"," 23,33","  0,00","  6,45","  6,67"," 19,35"," 83,33","100,00"," 55,62",2022
Burgos,Moderado,"  0,00","  7,14","  3,23"," 16,67"," 29,03"," 23,33","  6,45","  3,23"," 26,67"," 41,94"," 16,67","  0,00"," 14,52",2022
Burgos,Alto,"  0,00","  0,00","  0,00","  0,00","  9,68"," 26,67"," 16,13"," 22,58"," 23,33"," 22,58","  0,00","  0,00"," 10,14",2022
Burgos,Muy_Alto,"  0,00","  0,00","  0,00","  0,00","  3,23"," 13,33"," 38,71"," 41,94"," 26,67","  9,68","  0,00","  0,00"," 11,23",2022
Burgos,Extremo,"  0,00","  0,00","  0,00","  0,00","  0,00"," 13,33"," 38,71"," 25,81"," 16,67","  6,45","  0,00","  0,00","  8,49",2022
Caceres,Bajo,"100,00","100,00","100,00","100,00"," 74,19"," 43,33","  0,00","  0,00"," 66,67"," 93,55","100,00","100,00"," 72,88",2022
Caceres,Moderado,"  0,00","  0,00","  0,00","  0,00"," 12,90"," 16,67","  3,23"," 19,35"," 26,67","  6,45","  0,00","  0,00","  7,12",2022
Caceres,Alto,"  0,00","  0,00","  0,00","  0,00"," 12,90","  6,67"," 22,58"," 12,90","  6,67","  0,00","  0,00","  0,00","  5,21",2022
Caceres,Muy_Alto,"  0,00","  0,00","  0,00","  0,00","  0,00"," 23,33"," 32,26"," 54,84","  0,00","  0,00","  0,00","  0,00","  9,32",2022
Caceres,Extremo,"  0,00","  0,00","  0,00","  0,00","  0,00"," 10,00"," 41,94"," 12,90","  0,00","  0,00","  0,00","  0,00","  5,48",2022
Cadiz,Bajo,"100,00"," 96,43","100,00","100,00"," 74,19"," 26,67","  9,68","  9,68"," 36,67"," 41,94"," 96,67","100,00"," 65,75",2022
Cadiz,Moderado,"  0,00","  3,57","  0,00","  0,00","  6,45"," 30,00"," 22,58"," 41,94"," 26,67"," 32,26","  3,33","  0,00"," 13,97",2022
Cadiz,Alto,"  0,00","  0,00","  0,00","  0,00"," 16,13"," 26,67","  9,68"," 22,58"," 33,33"," 16,13","  0,00","  0,00"," 10,41",2022
Cadiz,Muy_Alto,"  0,00","  0,00","  0,00","  0,00","  3,23"," 10,00"," 25,81"," 22,58","  3,33","  9,68","  0,00","  0,00","  6,30",2022
Cadiz,Extremo,"  0,00","  0,00","  0,00","  0,00","  0,00","  6,67"," 32,26","  3,23","  0,00","  0,00","  0,00","  0,00","  3,56",2022
Castellon,Bajo," 80,65"," 39,29","100,00","100,00"," 87,10"," 36,67"," 19,35","  9,68"," 50,00"," 90,32"," 83,33","100,00"," 66,58",2022
Castellon,Moderado," 12,90"," 28,57","  0,00","  0,00"," 12,90"," 33,33"," 29,03"," 16,13"," 30,00","  9,68"," 13,33","  0,00"," 15,34",2022
Castellon,Alto,"  6,45"," 32,14","  0,00","  0,00","  0,00"," 16,67"," 35,48"," 22,58"," 16,67","  0,00","  3,33","  0,00"," 10,96",2022
Castellon,Muy_Alto,"  0,00","  0,00","  0,00","  0,00","  0,00"," 13,33"," 16,13"," 48,39","  3,33","  0,00","  0,00","  0,00","  6,85",2022
Castellon,Extremo,"  0,00","  0,00","  0,00","  0,00","  0,00","  0,00","  0,00","  3,23","  0,00","  0,00","  0,00","  0,00","  0,27",2022
Ciudad Real,Bajo,"100,00","100,00","100,00","100,00"," 58,06"," 10,00","  0,00","  9,68"," 56,67"," 74,19","100,00","100,00"," 67,12",2022
Ciudad Real,Moderado,"  0,00","  0,00","  0,00","  0,00","  9,68"," 26,67","  3,23"," 12,90"," 20,00"," 16,13","  0,00","  0,00","  7,40",2022
Ciudad Real,Alto,"  0,00","  0,00","  0,00","  0,00"," 19,35"," 16,67"," 19,35"," 32,26"," 16,67","  6,45","  0,00","  0,00","  9,32",2022
Ciudad Real,Muy_Alto,"  0,00","  0,00","  0,00","  0,00","  9,68"," 23,33"," 35,48"," 38,71","  6,67","  3,23","  0,00","  0,00","  9,86",2022
Ciudad Real,Extremo,"  0,00","  0,00","  0,00","  0,00","  3,23"," 23,33"," 41,94","  6,45","  0,00","  0,00","  0,00","  0,00","  6,30",2022
Cordoba,Bajo,"100,00"," 96,43","100,00","100,00"," 58,06"," 10,00","  0,00","  0,00"," 53,33"," 61,29","100,00","100,00"," 64,66",2022
Cordoba,Moderado,"  0,00","  3,57","  0,00","  0,00"," 19,35"," 16,67","  6,45"," 19,35"," 20,00"," 29,03","  0,00","  0,00","  9,59",2022
Cordoba,Alto,"  0,00","  0,00","  0,00","  0,00"," 16,13"," 33,33"," 22,58"," 38,71"," 20,00","  6,45","  0,00","  0,00"," 11,51",2022
Cordoba,Muy_Alto,"  0,00","  0,00","  0,00","  0,00","  6,45"," 10,00"," 22,58"," 29,03","  6,67","  3,23","  0,00","  0,00","  6,58",2022
Cordoba,Extremo,"  0,00","  0,00","  0,00","  0,00","  0,00"," 30,00"," 48,39"," 12,90","  0,00","  0,00","  0,00","  0,00","  7,67",2022
A Coruña,Bajo," 87,10"," 89,29","100,00"," 90,00"," 51,61"," 90,00","  6,45","  9,68"," 66,67","100,00"," 96,67","100,00"," 73,70",2022
A Coruña,Moderado," 12,90"," 10,71","  0,00","  6,67"," 32,26"," 10,00"," 19,35"," 25,81"," 33,33","  0,00","  3,33","  0,00"," 12,88",2022
A Coruña,Alto,"  0,00","  0,00","  0,00","  3,33"," 16,13","  0,00"," 45,16"," 25,81","  0,00","  0,00","  0,00","  0,00","  7,67",2022
A Coruña,Muy_Alto,"  0,00","  0,00","  0,00","  0,00","  0,00","  0,00"," 29,03"," 35,48","  0,00","  0,00","  0,00","  0,00","  5,48",2022
A Coruña,Extremo,"  0,00","  0,00","  0,00","  0,00","  0,00","  0,00","  0,00","  3,23","  0,00","  0,00","  0,00","  0,00","  0,27",2022
Cuenca,Bajo," 96,77"," 89,29","100,00","100,00"," 58,06","  3,33","  3,23","  3,23"," 60,00"," 83,87"," 90,00","100,00"," 65,48",2022
Cuenca,Moderado,"  3,23"," 10,71","  0,00","  0,00"," 16,13"," 16,67","  9,68"," 16,13","  6,67"," 16,13"," 10,00","  0,00","  8,77",2022
Cuenca,Alto,"  0,00","  0,00","  0,00","  0,00","  9,68"," 23,33","  9,68"," 12,90","  6,67","  0,00","  0,00","  0,00","  5,21",2022
Cuenca,Muy_Alto,"  0,00","  0,00","  0,00","  0,00"," 16,13"," 23,33"," 38,71"," 51,61"," 20,00","  0,00","  0,00","  0,00"," 12,60",2022
Cuenca,Extremo,"  0,00","  0,00","  0,00","  0,00","  0,00"," 33,33"," 38,71"," 16,13","  6,67","  0,00","  0,00","  0,00","  7,95",2022
Girona,Bajo," 38,71"," 32,14"," 90,32"," 70,00"," 29,03","  0,00","  0,00","  3,23"," 26,67"," 45,16"," 56,67"," 80,65"," 39,45",2022
Girona,Moderado," 51,61"," 57,14","  9,68"," 20,00"," 22,58"," 13,33","  3,23"," 12,90"," 20,00"," 41,94"," 26,67"," 19,35"," 24,66",2022
Girona,Alto,"  9,68"," 10,71","  0,00"," 10,00"," 32,26"," 20,00"," 16,13"," 16,13"," 26,67"," 12,90"," 16,67","  0,00"," 14,25",2022
Girona,Muy_Alto,"  0,00","  0,00","  0,00","  0,00"," 12,90"," 46,67"," 29,03"," 61,29"," 26,67","  0,00","  0,00","  0,00"," 14,79",2022
Girona,Extremo,"  0,00","  0,00","  0,00","  0,00","  3,23"," 20,00"," 51,61","  6,45","  0,00","  0,00","  0,00","  0,00","  6,85",2022
Granada,Bajo,"100,00"," 92,86","100,00","100,00"," 54,84","  3,33","  0,00","  0,00"," 36,67"," 35,48"," 46,67","100,00"," 55,62",2022
Granada,Moderado,"  0,00","  7,14","  0,00","  0,00"," 12,90"," 10,00","  0,00","  3,23"," 30,00","  9,68"," 33,33","  0,00","  8,77",2022
Granada,Alto,"  0,00","  0,00","  0,00","  0,00"," 19,35"," 33,33"," 16,13"," 12,90"," 10,00"," 38,71"," 16,67","  0,00"," 12,33",2022
Granada,Muy_Alto,"  0,00","  0,00","  0,00","  0,00","  9,68"," 20,00"," 48,39"," 70,97"," 20,00"," 12,90","  3,33","  0,00"," 15,62",2022
Granada,Extremo,"  0,00","  0,00","  0,00","  0,00","  3,23"," 33,33"," 35,48"," 12,90","  3,33","  3,23","  0,00","  0,00","  7,67",2022
Guadalajara,Bajo," 96,77"," 85,71","100,00"," 90,00"," 64,52","  0,00","  3,23","  6,45"," 56,67"," 74,19","100,00","100,00"," 64,66",2022
Guadalajara,Moderado,"  3,23"," 14,29","  0,00"," 10,00"," 22,58"," 20,00","  6,45"," 12,90"," 10,00"," 25,81","  0,00","  0,00"," 10,41",2022
Guadalajara,Alto,"  0,00","  0,00","  0,00","  0,00","  9,68"," 30,00","  9,68"," 12,90","  3,33","  0,00","  0,00","  0,00","  5,48",2022
Guadalajara,Muy_Alto,"  0,00","  0,00","  0,00","  0,00","  3,23"," 33,33"," 41,94"," 54,84"," 30,00","  0,00","  0,00","  0,00"," 13,70",2022
Guadalajara,Extremo,"  0,00","  0,00","  0,00","  0,00","  0,00"," 16,67"," 38,71"," 12,90","  0,00","  0,00","  0,00","  0,00","  5,75",2022
Gipuzkoa,Bajo," 87,10"," 96,43"," 70,97"," 73,33"," 45,16"," 50,00"," 19,35"," 25,81"," 36,67"," 29,03"," 80,00"," 83,87"," 57,81",2022
Gipuzkoa,Moderado,"  0,00","  3,57"," 19,35"," 10,00"," 12,90"," 16,67"," 16,13"," 12,90","  3,33","  9,68","  0,00","  9,68","  9,59",2022
Gipuzkoa,Alto,"  9,68","  0,00","  6,45"," 10,00"," 16,13"," 10,00"," 22,58"," 12,90"," 10,00"," 16,13"," 10,00","  3,23"," 10,68",2022
Gipuzkoa,Muy_Alto,"  3,23","  0,00","  3,23","  6,67"," 16,13","  6,67"," 12,90"," 16,13"," 13,33"," 16,13"," 10,00","  3,23","  9,04",2022
Gipuzkoa,Extremo,"  0,00","  0,00","  0,00","  0,00","  9,68"," 16,67"," 29,03"," 32,26"," 36,67"," 29,03","  0,00","  0,00"," 12,88",2022
Huelva,Bajo,"100,00"," 92,86","100,00"," 96,67"," 61,29"," 33,33","  6,45"," 19,35"," 66,67"," 90,32","100,00","100,00"," 72,05",2022
Huelva,Moderado,"  0,00","  7,14","  0,00","  3,33"," 19,35","  3,33","  6,45"," 38,71"," 20,00","  6,45","  0,00","  0,00","  8,77",2022
Huelva,Alto,"  0,00","  0,00","  0,00","  0,00","  9,68"," 33,33"," 22,58"," 22,58"," 10,00","  3,23","  0,00","  0,00","  8,49",2022
Huelva,Muy_Alto,"  0,00","  0,00","  0,00","  0,00","  6,45"," 23,33"," 25,81"," 12,90","  3,33","  0,00","  0,00","  0,00","  6,03",2022
Huelva,Extremo,"  0,00","  0,00","  0,00","  0,00","  3,23","  6,67"," 38,71","  6,45","  0,00","  0,00","  0,00","  0,00","  4,66",2022
Huesca,Bajo," 80,65"," 32,14"," 90,32"," 66,67"," 32,26"," 10,00"," 12,90","  6,45"," 36,67"," 58,06","100,00","100,00"," 52,33",2022
Huesca,Moderado," 19,35"," 67,86","  9,68"," 16,67"," 16,13"," 16,67","  9,68","  9,68"," 30,00"," 35,48","  0,00","  0,00"," 18,90",2022
