Provincia;Estadisticos;Enero;Febrero;Marzo;Abril;Mayo;Junio;Julio;Agosto;Septiembre;Octubre;Noviembre;Diciembre;Anual
Toledo;Minimo;1;1;1;1;1;1,1;2,2;1;1;1;1;1;1
Toledo;Cuartil_1;1;1;1;1;1;1,9;3;1,9;1;1;1;1;1
Toledo;Mediana;1;1;1,4;1;1,9;2,1;3,6;3;1,2;1;1;1;1,1
Toledo;Media;1,1;1,3;1,4;1,1;1,7;2,2;3,6;2,9;1,9;1,1;1;1;1,7
Toledo;Cuartil_3;1,1;2;1,8;1;2;2,7;4,2;4,1;2,8;1;1;1;2
Toledo;Maximo;1,7;2,1;2,1;1,8;2,8;3,8;4,9;4,9;4,2;1,8;1;1;4,9
Valencia;Minimo;1;1;1;1;1;1;1;1,1;1;1;1;1;1
Valencia;Cuartil_1;1;1;1;1;1,4;1,6;2;2,2;1,5;1;1;1;1
Valencia;Mediana;1,1;1,2;1;1;2;2,4;3,1;3,4;2,4;1,2;1;1;1,4
Valencia;Media;1,2;1,6;1,8;1,1;2;2,2;2,8;3,1;2,4;1,6;1;1;1,8
Valencia;Cuartil_3;1,3;2;2,5;1;2,6;2,9;3,6;4;3,1;1,7;1;1;2,5
Valencia;Maximo;2,5;3,5;3,5;2,6;2,9;3,1;4,3;4,8;4,2;4,9;1,3;1,1;4,9
Valladolid;Minimo;1;1;1;1;1;1;1,2;1;1;1;1;1;1
Valladolid;Cuartil_1;1;1;1,4;1;1,2;1;2,8;1,3;1;1;1;1;1
Valladolid;Mediana;1;1,4;1,8;1;2;1,3;3,7;3;1,1;1;1;1;1
Valladolid;Media;1,1;1,5;1,7;1,1;1,8;1,5;3,5;3;2,1;1,1;1;1;1,7
Valladolid;Cuartil_3;1,1;1,8;2;1;2,1;2;4;4,5;3;1;1;1;2
Valladolid;Maximo;1,7;2,2;2,3;2,1;2,9;2,8;5;5;4,4;3,3;1;1;5
Bizkaia;Minimo;1;1;1;1;1;1;1,1;1;1;1;1;1;1
Bizkaia;Cuartil_1;1;1,1;1;1;1,4;1;1,6;1;1;1;1;1;1
Bizkaia;Mediana;1,3;1,9;1,3;1,2;2,2;1,1;3;2,1;2,4;1;1,4;1;1,2
Bizkaia;Media;1,5;1,8;1,6;1,5;2,3;1,6;2,9;2,7;2,7;1,1;1,7;1;1,9
Bizkaia;Cuartil_3;2;2,2;2;1,8;3,1;2,1;4,1;4,3;4;1;2,2;1;2,5
Bizkaia;Maximo;3,1;3,9;2,9;3,8;4,2;3,3;5;5;5;2,5;3,5;1,9;5
Zamora;Minimo;1;1;1;1;1;1;2;1;1;1;1;1;1
Zamora;Cuartil_1;1;1,1;1,4;1;1,1;1,1;3,3;1,8;1;1;1;1;1
Zamora;Mediana;1,1;1,3;1,6;1;2;1,3;3,7;3,1;1,3;1;1;1;1,1
Zamora;Media;1,1;1,4;1,6;1,1;1,8;1,5;3,7;3,1;2,1;1,1;1;1;1,7
Zamora;Cuartil_3;1,1;1,8;2;1;2,1;2;4;4;3,2;1;1;1;2
Zamora;Maximo;1,5;2,2;2,4;1,4;3;2,9;5;5;4,4;4;1;1;5
Zaragoza;Minimo;1;1;1;1;1;1;1,2;2,5;1;1;1;1;1
Zaragoza;Cuartil_1;1;1,2;1;1;1;1;2,5;3,4;1,4;1;1;1;1
Zaragoza;Mediana;1,1;1,6;1,2;1,1;1,8;1,2;3,2;4;2,7;1;1;1;1,2
Zaragoza;Media;1,1;1,6;1,4;1,1;1,7;1,4;3,1;3,9;2,6;1,3;1;1;1,8
Zaragoza;Cuartil_3;1,2;1,9;1,8;1,1;2,1;1,6;4,1;4,5;3,6;1,7;1;1;2,2
Zaragoza;Maximo;1,4;2,6;2,2;2;3;2,5;4,8;4,9;4,4;3;1,2;1,1;4,9
